premise	hypothesis	entailment	reasoning_type	function_name
Alice is going to the market.	Alice is not moving.	contradiction	motion	gen_go_present_motion_negative
Alice is going to the market.	Alice is not in motion.	contradiction	motion	gen_go_present_motion_negative
Alice is going to the market.	Alice is stationary.	contradiction	motion	gen_go_present_motion_negative
Alice is going to school.	Alice is not moving.	contradiction	motion	gen_go_present_motion_negative
Alice is going to school.	Alice is not in motion.	contradiction	motion	gen_go_present_motion_negative
Alice is going to school.	Alice is stationary.	contradiction	motion	gen_go_present_motion_negative
Alice is going to a restaurant.	Alice is not moving.	contradiction	motion	gen_go_present_motion_negative
Alice is going to a restaurant.	Alice is not in motion.	contradiction	motion	gen_go_present_motion_negative
Alice is going to a restaurant.	Alice is stationary.	contradiction	motion	gen_go_present_motion_negative
Bob is going to the market.	Bob is not moving.	contradiction	motion	gen_go_present_motion_negative
Bob is going to the market.	Bob is not in motion.	contradiction	motion	gen_go_present_motion_negative
Bob is going to the market.	Bob is stationary.	contradiction	motion	gen_go_present_motion_negative
Bob is going to school.	Bob is not moving.	contradiction	motion	gen_go_present_motion_negative
Bob is going to school.	Bob is not in motion.	contradiction	motion	gen_go_present_motion_negative
Bob is going to school.	Bob is stationary.	contradiction	motion	gen_go_present_motion_negative
Bob is going to a restaurant.	Bob is not moving.	contradiction	motion	gen_go_present_motion_negative
Bob is going to a restaurant.	Bob is not in motion.	contradiction	motion	gen_go_present_motion_negative
Bob is going to a restaurant.	Bob is stationary.	contradiction	motion	gen_go_present_motion_negative
Sonya is going to the market.	Sonya is not moving.	contradiction	motion	gen_go_present_motion_negative
Sonya is going to the market.	Sonya is not in motion.	contradiction	motion	gen_go_present_motion_negative
Sonya is going to the market.	Sonya is stationary.	contradiction	motion	gen_go_present_motion_negative
Sonya is going to school.	Sonya is not moving.	contradiction	motion	gen_go_present_motion_negative
Sonya is going to school.	Sonya is not in motion.	contradiction	motion	gen_go_present_motion_negative
Sonya is going to school.	Sonya is stationary.	contradiction	motion	gen_go_present_motion_negative
Sonya is going to a restaurant.	Sonya is not moving.	contradiction	motion	gen_go_present_motion_negative
Sonya is going to a restaurant.	Sonya is not in motion.	contradiction	motion	gen_go_present_motion_negative
Sonya is going to a restaurant.	Sonya is stationary.	contradiction	motion	gen_go_present_motion_negative
John is going to the market.	John is moving.	entailment	motion	gen_go_present_motion_positive
John is going to the market.	John is in motion.	entailment	motion	gen_go_present_motion_positive
John is going to the market.	John is not stationary.	entailment	motion	gen_go_present_motion_positive
John is going to school.	John is moving.	entailment	motion	gen_go_present_motion_positive
John is going to school.	John is in motion.	entailment	motion	gen_go_present_motion_positive
John is going to school.	John is not stationary.	entailment	motion	gen_go_present_motion_positive
John is going to a restaurant.	John is moving.	entailment	motion	gen_go_present_motion_positive
John is going to a restaurant.	John is in motion.	entailment	motion	gen_go_present_motion_positive
John is going to a restaurant.	John is not stationary.	entailment	motion	gen_go_present_motion_positive
Jane is going to the market.	Jane is moving.	entailment	motion	gen_go_present_motion_positive
Jane is going to the market.	Jane is in motion.	entailment	motion	gen_go_present_motion_positive
Jane is going to the market.	Jane is not stationary.	entailment	motion	gen_go_present_motion_positive
Jane is going to school.	Jane is moving.	entailment	motion	gen_go_present_motion_positive
Jane is going to school.	Jane is in motion.	entailment	motion	gen_go_present_motion_positive
Jane is going to school.	Jane is not stationary.	entailment	motion	gen_go_present_motion_positive
Jane is going to a restaurant.	Jane is moving.	entailment	motion	gen_go_present_motion_positive
Jane is going to a restaurant.	Jane is in motion.	entailment	motion	gen_go_present_motion_positive
Jane is going to a restaurant.	Jane is not stationary.	entailment	motion	gen_go_present_motion_positive
Tom is going to the market.	Tom is moving.	entailment	motion	gen_go_present_motion_positive
Tom is going to the market.	Tom is in motion.	entailment	motion	gen_go_present_motion_positive
Tom is going to the market.	Tom is not stationary.	entailment	motion	gen_go_present_motion_positive
Tom is going to school.	Tom is moving.	entailment	motion	gen_go_present_motion_positive
Tom is going to school.	Tom is in motion.	entailment	motion	gen_go_present_motion_positive
Tom is going to school.	Tom is not stationary.	entailment	motion	gen_go_present_motion_positive
Tom is going to a restaurant.	Tom is moving.	entailment	motion	gen_go_present_motion_positive
Tom is going to a restaurant.	Tom is in motion.	entailment	motion	gen_go_present_motion_positive
Tom is going to a restaurant.	Tom is not stationary.	entailment	motion	gen_go_present_motion_positive
Alice is going to the market.	Alice is moving.	entailment	motion	gen_go_present_motion_positive
Alice is going to the market.	Alice is in motion.	entailment	motion	gen_go_present_motion_positive
Alice is going to the market.	Alice is not stationary.	entailment	motion	gen_go_present_motion_positive
Alice is going to school.	Alice is moving.	entailment	motion	gen_go_present_motion_positive
Alice is going to school.	Alice is in motion.	entailment	motion	gen_go_present_motion_positive
Alice is going to school.	Alice is not stationary.	entailment	motion	gen_go_present_motion_positive
Alice is going to a restaurant.	Alice is moving.	entailment	motion	gen_go_present_motion_positive
Alice is going to a restaurant.	Alice is in motion.	entailment	motion	gen_go_present_motion_positive
Alice is going to a restaurant.	Alice is not stationary.	entailment	motion	gen_go_present_motion_positive
Bob is going to the market.	Bob is moving.	entailment	motion	gen_go_present_motion_positive
Bob is going to the market.	Bob is in motion.	entailment	motion	gen_go_present_motion_positive
Bob is going to the market.	Bob is not stationary.	entailment	motion	gen_go_present_motion_positive
Bob is going to school.	Bob is moving.	entailment	motion	gen_go_present_motion_positive
Bob is going to school.	Bob is in motion.	entailment	motion	gen_go_present_motion_positive
Bob is going to school.	Bob is not stationary.	entailment	motion	gen_go_present_motion_positive
Bob is going to a restaurant.	Bob is moving.	entailment	motion	gen_go_present_motion_positive
Bob is going to a restaurant.	Bob is in motion.	entailment	motion	gen_go_present_motion_positive
Bob is going to a restaurant.	Bob is not stationary.	entailment	motion	gen_go_present_motion_positive
Sonya is going to the market.	Sonya is moving.	entailment	motion	gen_go_present_motion_positive
Sonya is going to the market.	Sonya is in motion.	entailment	motion	gen_go_present_motion_positive
Sonya is going to the market.	Sonya is not stationary.	entailment	motion	gen_go_present_motion_positive
Sonya is going to school.	Sonya is moving.	entailment	motion	gen_go_present_motion_positive
Sonya is going to school.	Sonya is in motion.	entailment	motion	gen_go_present_motion_positive
Sonya is going to school.	Sonya is not stationary.	entailment	motion	gen_go_present_motion_positive
Sonya is going to a restaurant.	Sonya is moving.	entailment	motion	gen_go_present_motion_positive
Sonya is going to a restaurant.	Sonya is in motion.	entailment	motion	gen_go_present_motion_positive
Sonya is going to a restaurant.	Sonya is not stationary.	entailment	motion	gen_go_present_motion_positive
John is going to leave.	John is moving.	contradiction	motion	gen_metaphor_go_to_action
John is going to leave.	John is in motion.	contradiction	motion	gen_metaphor_go_to_action
John is going to leave.	John is not stationary.	contradiction	motion	gen_metaphor_go_to_action
John is going to do work later.	John is moving.	contradiction	motion	gen_metaphor_go_to_action
John is going to do work later.	John is in motion.	contradiction	motion	gen_metaphor_go_to_action
John is going to do work later.	John is not stationary.	contradiction	motion	gen_metaphor_go_to_action
John is going to eat lunch.	John is moving.	contradiction	motion	gen_metaphor_go_to_action
John is going to eat lunch.	John is in motion.	contradiction	motion	gen_metaphor_go_to_action
John is going to eat lunch.	John is not stationary.	contradiction	motion	gen_metaphor_go_to_action
John is going to be sad.	John is moving.	contradiction	motion	gen_metaphor_go_to_action
John is going to be sad.	John is in motion.	contradiction	motion	gen_metaphor_go_to_action
John is going to be sad.	John is not stationary.	contradiction	motion	gen_metaphor_go_to_action
Jane is going to leave.	Jane is moving.	contradiction	motion	gen_metaphor_go_to_action
Jane is going to leave.	Jane is in motion.	contradiction	motion	gen_metaphor_go_to_action
Jane is going to leave.	Jane is not stationary.	contradiction	motion	gen_metaphor_go_to_action
Jane is going to do work later.	Jane is moving.	contradiction	motion	gen_metaphor_go_to_action
Jane is going to do work later.	Jane is in motion.	contradiction	motion	gen_metaphor_go_to_action
Jane is going to do work later.	Jane is not stationary.	contradiction	motion	gen_metaphor_go_to_action
Jane is going to eat lunch.	Jane is moving.	contradiction	motion	gen_metaphor_go_to_action
Jane is going to eat lunch.	Jane is in motion.	contradiction	motion	gen_metaphor_go_to_action
Jane is going to eat lunch.	Jane is not stationary.	contradiction	motion	gen_metaphor_go_to_action
Jane is going to be sad.	Jane is moving.	contradiction	motion	gen_metaphor_go_to_action
Jane is going to be sad.	Jane is in motion.	contradiction	motion	gen_metaphor_go_to_action
Jane is going to be sad.	Jane is not stationary.	contradiction	motion	gen_metaphor_go_to_action
Tom is going to leave.	Tom is moving.	contradiction	motion	gen_metaphor_go_to_action
Tom is going to leave.	Tom is in motion.	contradiction	motion	gen_metaphor_go_to_action
Tom is going to leave.	Tom is not stationary.	contradiction	motion	gen_metaphor_go_to_action
Tom is going to do work later.	Tom is moving.	contradiction	motion	gen_metaphor_go_to_action
Tom is going to do work later.	Tom is in motion.	contradiction	motion	gen_metaphor_go_to_action
Tom is going to do work later.	Tom is not stationary.	contradiction	motion	gen_metaphor_go_to_action
Tom is going to eat lunch.	Tom is moving.	contradiction	motion	gen_metaphor_go_to_action
